Genotype,Root_length,Temp,Geno_temp
ein3,5.29902266,28,ein3_28
ein3,5.297715297,28,ein3_28
ein3,5.518147483,28,ein3_28
ein3,5.922103883,28,ein3_28
ein3,5.380224365,28,ein3_28
ein3,4.950888939,28,ein3_28
ein3,5.681076185,28,ein3_28
ein3,5.219467947,28,ein3_28
ein3,5.346409869,28,ein3_28
ein3,5.582905469,28,ein3_28
ein3,5.194688201,28,ein3_28
ein3,5.341769593,28,ein3_28
ein3,5.190969991,28,ein3_28
ein3,5.674736512,28,ein3_28
ein3,5.491970289,28,ein3_28
ein3,4.628870276,28,ein3_28
ein3,5.298149255,28,ein3_28
ein3,4.605238433,28,ein3_28
lhp1,3.524145398,28,lhp1_28
lhp1,3.717879891,28,lhp1_28
lhp1,3.686450218,28,lhp1_28
lhp1,4.277508966,28,lhp1_28
lhp1,3.82465536,28,lhp1_28
lhp1,4.087699868,28,lhp1_28
lhp1,3.814904923,28,lhp1_28
lhp1,3.334769509,28,lhp1_28
lhp1,3.561259121,28,lhp1_28
lhp1,3.687325777,28,lhp1_28
lhp1,3.778725578,28,lhp1_28
lhp1,3.528422524,28,lhp1_28
lhp1,3.394059063,28,lhp1_28
lhp1,4.352635605,28,lhp1_28
lhp1,4.157845871,28,lhp1_28
lhp1,4.001651402,28,lhp1_28
lhp1,3.536436965,28,lhp1_28
lhp1,3.92078888,28,lhp1_28
lhp1,3.633062484,28,lhp1_28
lhp1,3.677531326,28,lhp1_28
lhp1,3.472296313,28,lhp1_28
lhp1,3.86565714,28,lhp1_28
lhp1,3.459357639,28,lhp1_28
lhp1,4.269247057,28,lhp1_28
lhp1,4.249596602,28,lhp1_28
lhp1,3.586335499,28,lhp1_28
lhp1,4.123155127,28,lhp1_28
ino80,3.595734041,28,ino80_28
ino80,3.453263345,28,ino80_28
ino80,3.689585791,28,ino80_28
ino80,3.624945841,28,ino80_28
ino80,3.720768629,28,ino80_28
ino80,3.326326705,28,ino80_28
ino80,3.39383818,28,ino80_28
ino80,3.505091546,28,ino80_28
ino80,3.677355246,28,ino80_28
ino80,3.391114104,28,ino80_28
ino80,3.423950466,28,ino80_28
ino80,3.753482989,28,ino80_28
ino80,3.819537488,28,ino80_28
ino80,3.722461701,28,ino80_28
ino80,3.230474565,28,ino80_28
ino80,3.271232265,28,ino80_28
ino80,3.088473418,28,ino80_28
ino80,3.551638375,28,ino80_28
ino80,3.203637779,28,ino80_28
ino80,3.73085984,28,ino80_28
ino80,3.40358307,28,ino80_28
ino80,3.945656274,28,ino80_28
ino80,3.309301734,28,ino80_28
ino80,3.80448722,28,ino80_28
ino80,3.460515755,28,ino80_28
ino80,3.685517366,28,ino80_28
ino80,3.28054618,28,ino80_28
ino80,3.299056378,28,ino80_28
ino80,3.398529125,28,ino80_28
ein2ino80,2.677964029,28,ein2ino80_28
ein2ino80,2.43565243,28,ein2ino80_28
ein2ino80,2.427134636,28,ein2ino80_28
ein2ino80,2.684658384,28,ein2ino80_28
ein2ino80,2.205720512,28,ein2ino80_28
ein2ino80,2.385734757,28,ein2ino80_28
ein2ino80,2.470136151,28,ein2ino80_28
ein2ino80,2.603848539,28,ein2ino80_28
ein2ino80,2.389787383,28,ein2ino80_28
ein2ino80,2.220960327,28,ein2ino80_28
ein2ino80,2.150803791,28,ein2ino80_28
ein2ino80,2.291262466,28,ein2ino80_28
ein2ino80,2.409686504,28,ein2ino80_28
ein2ino80,2.253381334,28,ein2ino80_28
ein2ino80,2.575188951,28,ein2ino80_28
ein2ino80,2.606008321,28,ein2ino80_28
ein2ino80,2.237316434,28,ein2ino80_28
ein2ino80,2.553130047,28,ein2ino80_28
ein2ino80,2.629935801,28,ein2ino80_28
ein2ino80,2.378672996,28,ein2ino80_28
ein2ino80,2.529493774,28,ein2ino80_28
ein2ino80,2.509133575,28,ein2ino80_28
ein2ino80,2.755785609,28,ein2ino80_28
ein2ino80,2.402309269,28,ein2ino80_28
ein2ino80,2.582169538,28,ein2ino80_28
ein2ino80,2.628042958,28,ein2ino80_28
ein2ino80,2.388413494,28,ein2ino80_28
ein2ino80,2.169562353,28,ein2ino80_28
ein2ino80,2.57414546,28,ein2ino80_28
ein2ino80,2.537744629,28,ein2ino80_28
ein2ino80,2.239306346,28,ein2ino80_28
ein2ino80,2.7087072,28,ein2ino80_28
ein2ino80,2.498577334,28,ein2ino80_28
ein2ino80,2.475256535,28,ein2ino80_28
ein2ino80,2.330793769,28,ein2ino80_28
ein2ino80,2.728412184,28,ein2ino80_28
ein2ino80,2.314267791,28,ein2ino80_28
ein2ino80,2.792501914,28,ein2ino80_28
ein2ino80,2.441355227,28,ein2ino80_28
ein2ino80,2.1643449,28,ein2ino80_28
ein2ino80,2.552207892,28,ein2ino80_28
ein2ino80,2.7554216,28,ein2ino80_28
ein2ino80,2.449897289,28,ein2ino80_28
ein2ino80,2.210064345,28,ein2ino80_28
ein2ino80,2.7393567,28,ein2ino80_28
ein2ino80,2.251488491,28,ein2ino80_28
ein3ino80,2.618797578,28,ein3ino80_28
ein3ino80,2.536262967,28,ein3ino80_28
ein3ino80,2.694281742,28,ein3ino80_28
ein3ino80,2.374004063,28,ein3ino80_28
ein3ino80,2.18125074,28,ein3ino80_28
ein3ino80,2.30278468,28,ein3ino80_28
ein3ino80,2.26274997,28,ein3ino80_28
ein3ino80,2.571022167,28,ein3ino80_28
ein3ino80,2.693271013,28,ein3ino80_28
ein3ino80,2.892828265,28,ein3ino80_28
ein3ino80,2.671232201,28,ein3ino80_28
ein3ino80,2.404276614,28,ein3ino80_28
ein3ino80,2.77999645,28,ein3ino80_28
ein3ino80,2.473055457,28,ein3ino80_28
ein3ino80,2.383421094,28,ein3ino80_28
ein3ino80,2.558227823,28,ein3ino80_28
ein3ino80,2.39160553,28,ein3ino80_28
ein3ino80,2.433809608,28,ein3ino80_28
ein3ino80,2.751252317,28,ein3ino80_28
ein3ino80,2.595945253,28,ein3ino80_28
ein3ino80,2.302242338,28,ein3ino80_28
ein3ino80,2.203979805,28,ein3ino80_28
ein3ino80,2.222098963,28,ein3ino80_28
ein3ino80,2.727586479,28,ein3ino80_28
ein3ino80,2.707667732,28,ein3ino80_28
ein3ino80,2.431295113,28,ein3ino80_28
ein3ino80,2.601072851,28,ein3ino80_28
ein3ino80,2.86829961,28,ein3ino80_28
ein3ino80,2.168801523,28,ein3ino80_28
ein3ino80,2.362984657,28,ein3ino80_28
ein3ino80,2.466300832,28,ein3ino80_28
ein3ino80,2.246257839,28,ein3ino80_28
ein3ino80,2.184159666,28,ein3ino80_28
ein3ino80,2.142867708,28,ein3ino80_28
ein3ino80,2.293564864,28,ein3ino80_28
ein3ino80,2.473055457,28,ein3ino80_28
ein3ino80,2.276530391,28,ein3ino80_28
ein3ino80,2.510378456,28,ein3ino80_28
ein3ino80,2.450252436,28,ein3ino80_28
ein3ino80,2.524134225,28,ein3ino80_28
ein3ino80,2.71227764,28,ein3ino80_28
ein3ino80,2.459398296,28,ein3ino80_28
ein3ino80,2.508874689,28,ein3ino80_28
ein3ino80,2.568113241,28,ein3ino80_28
ein3ino80,2.32080523,28,ein3ino80_28
ein3ino80,1.904952077,28,ein3ino80_28
ein3ino80,2.704660198,28,ein3ino80_28
ein3ino80,2.04324932,28,ein3ino80_28
ein3ino80,2.21460478,28,ein3ino80_28
ein3ino80,2.329359445,28,ein3ino80_28
ein3ino80,2.447885852,28,ein3ino80_28
ein3ino80,2.442659646,28,ein3ino80_28
ein3ino80,2.513164123,28,ein3ino80_28
ein3ino80,2.711809253,28,ein3ino80_28
lhp1ino80,2.293886055,28,lhp1ino80_28
lhp1ino80,1.760538617,28,lhp1ino80_28
lhp1ino80,2.503953141,28,lhp1ino80_28
lhp1ino80,2.41902556,28,lhp1ino80_28
lhp1ino80,2.238628687,28,lhp1ino80_28
lhp1ino80,2.271367379,28,lhp1ino80_28
lhp1ino80,1.894587846,28,lhp1ino80_28
lhp1ino80,2.381906862,28,lhp1ino80_28
lhp1ino80,2.129079036,28,lhp1ino80_28
lhp1ino80,1.977337797,28,lhp1ino80_28
lhp1ino80,2.089213554,28,lhp1ino80_28
lhp1ino80,2.204256772,28,lhp1ino80_28
lhp1ino80,1.653467258,28,lhp1ino80_28
lhp1ino80,2.281117223,28,lhp1ino80_28
lhp1ino80,2.173126557,28,lhp1ino80_28
lhp1ino80,2.140338374,28,lhp1ino80_28
lhp1ino80,2.029798891,28,lhp1ino80_28
lhp1ino80,1.742824337,28,lhp1ino80_28
lhp1ino80,2.017797178,28,lhp1ino80_28
lhp1ino80,2.44659238,28,lhp1ino80_28
lhp1ino80,2.350850884,28,lhp1ino80_28
lhp1ino80,2.166982423,28,lhp1ino80_28
lhp1ino80,2.42768659,28,lhp1ino80_28
lhp1ino80,2.326303052,28,lhp1ino80_28
lhp1ino80,1.651135214,28,lhp1ino80_28
lhp1ino80,2.34498613,28,lhp1ino80_28
lhp1ino80,2.045656494,28,lhp1ino80_28
lhp1ino80,2.148962532,28,lhp1ino80_28
lhp1ino80,2.362283443,28,lhp1ino80_28
lhp1ino80,2.464389063,28,lhp1ino80_28
lhp1ino80,1.803053137,28,lhp1ino80_28
